Cell,umap_1,umap_2,SampleID,AdipoAlpha,FibroAlpha
49707638,4.970358,-2.120929,Adipo_Cocultured,1,0.3
49712610,4.076195,-0.396232,Fibro_Cocultured,0.3,1
49712847,-6.892097,2.206532,Fibro_Cocultured,0.3,1
49714673,0.060252,2.133711,Adipo_Cocultured,1,0.3
49717470,1.941983,1.07372,Fibro_Cocultured,0.3,1
49721267,0.569752,-3.05952,Fibro_Cocultured,0.3,1
49721398,-0.231457,-0.284434,Adipo_Cocultured,1,0.3
49725041,5.591706,-1.670199,Fibro_Cocultured,0.3,1
49725821,3.764562,-3.590075,Fibro_Cocultured,0.3,1
49734193,4.761473,-2.585838,Fibro_Cocultured,0.3,1
49734547,2.465978,-3.210168,Fibro_Cocultured,0.3,1
49737564,2.715987,0.213343,Adipo_Cocultured,1,0.3
49738154,2.340423,0.573573,Fibro_Cocultured,0.3,1
49738308,1.391934,-4.108077,Fibro_Cocultured,0.3,1
49739099,1.421383,-1.504793,Adipo_Cocultured,1,0.3
49747441,3.270557,-1.932261,Fibro_Cocultured,0.3,1
49755127,2.853181,-2.844793,Fibro_Cocultured,0.3,1
49768583,5.894695,-1.833999,Fibro_Cocultured,0.3,1
49771365,5.722983,-2.68905,Fibro_Cocultured,0.3,1
49774063,4.136629,0.069066,Fibro_Cocultured,0.3,1
49776368,2.859332,-2.696951,Adipo_Cocultured,1,0.3
49776406,0.908074,1.800142,Adipo_Cocultured,1,0.3
49787261,0.989363,-2.138556,Fibro_Cocultured,0.3,1
49791674,-6.469987,2.230965,Fibro_Cocultured,0.3,1
49799969,-10.889397,-1.346007,Fibro_Cocultured,0.3,1
49800007,-2.295063,8.045889,Adipo_Cocultured,1,0.3
49802008,1.793385,3.038593,Fibro_Cocultured,0.3,1
49803158,5.542161,-1.450092,Fibro_Cocultured,0.3,1
49804300,0.872491,2.236885,Adipo_Cocultured,1,0.3
49805126,4.64289,-2.563993,Fibro_Cocultured,0.3,1
49818455,-0.404187,6.998052,Adipo_Cocultured,1,0.3
49827183,1.057816,4.363245,Adipo_Cocultured,1,0.3
49839734,-0.72624,7.459502,Adipo_Cocultured,1,0.3
49851828,-7.242856,0.58725,Fibro_Cocultured,0.3,1
49861612,-0.688314,0.679558,Adipo_Cocultured,1,0.3
49867210,4.426815,-0.430762,Adipo_Cocultured,1,0.3
49876015,-0.103613,-0.214224,Adipo_Cocultured,1,0.3
49876160,2.755135,-3.734117,Fibro_Cocultured,0.3,1
49877978,0.943945,-0.626737,Adipo_Cocultured,1,0.3
49878479,6.134775,-1.89365,Fibro_Cocultured,0.3,1
49879730,0.840998,-1.414736,Fibro_Cocultured,0.3,1
49883309,-1.433152,2.325436,Fibro_Cocultured,0.3,1
49883638,4.939611,-1.100287,Fibro_Cocultured,0.3,1
49883707,4.900143,-0.069345,Fibro_Cocultured,0.3,1
49887946,0.01211,2.149347,Adipo_Cocultured,1,0.3
49889820,0.882398,4.130736,Adipo_Cocultured,1,0.3
49892197,-0.247852,-0.032196,Adipo_Cocultured,1,0.3
49912334,1.625801,-0.612147,Adipo_Cocultured,1,0.3
49919296,4.991114,-3.217516,Adipo_Cocultured,1,0.3
49919547,2.18463,-4.257141,Fibro_Cocultured,0.3,1
49926653,3.95037,-0.702582,Fibro_Cocultured,0.3,1
49927184,4.176991,-0.897604,Fibro_Cocultured,0.3,1
49927875,3.786843,0.029627,Adipo_Cocultured,1,0.3
49945946,1.787597,-2.680159,Fibro_Cocultured,0.3,1
49946907,3.58707,0.315552,Fibro_Cocultured,0.3,1
49949664,4.656906,-0.91195,Fibro_Cocultured,0.3,1
49952704,2.188784,-1.616074,Fibro_Cocultured,0.3,1
49953333,1.781123,4.19676,Fibro_Cocultured,0.3,1
49957395,1.865897,-2.931816,Adipo_Cocultured,1,0.3
49961179,5.526021,-1.473241,Fibro_Cocultured,0.3,1
49969568,1.31375,-0.072417,Fibro_Cocultured,0.3,1
49971089,1.585627,3.555976,Fibro_Cocultured,0.3,1
49972414,4.024364,0.162637,Fibro_Cocultured,0.3,1
49979024,-0.920787,1.30357,Adipo_Cocultured,1,0.3
49983175,-10.315372,1.002313,Fibro_Cocultured,0.3,1
49987495,2.129511,3.22088,Fibro_Cocultured,0.3,1
49995720,-6.512065,2.727827,Fibro_Cocultured,0.3,1
50018215,0.55885,4.583357,Adipo_Cocultured,1,0.3
50019308,2.104215,-3.06969,Fibro_Cocultured,0.3,1
50021626,3.038835,-0.324067,Fibro_Cocultured,0.3,1
50028751,-10.315248,-1.006738,Fibro_Cocultured,0.3,1
50029019,0.243631,2.451955,Adipo_Cocultured,1,0.3
50029812,3.661093,0.859432,Adipo_Cocultured,1,0.3
50032849,1.806193,-3.831288,Fibro_Cocultured,0.3,1
50049270,0.02668,-2.999177,Fibro_Cocultured,0.3,1
50052712,1.221752,0.566284,Adipo_Cocultured,1,0.3
50057781,-0.555825,1.68475,Adipo_Cocultured,1,0.3
50064197,3.053508,-0.615301,Fibro_Cocultured,0.3,1
50064355,1.313826,5.555499,Adipo_Cocultured,1,0.3
50068383,0.524143,-2.789682,Fibro_Cocultured,0.3,1
50074873,-0.682644,2.36006,Adipo_Cocultured,1,0.3
50079222,5.282411,-1.703236,Adipo_Cocultured,1,0.3
50081872,6.022917,-1.393286,Adipo_Cocultured,1,0.3
50082129,4.911275,-0.623392,Fibro_Cocultured,0.3,1
50082586,-1.705474,2.295315,Adipo_Cocultured,1,0.3
50093312,4.00423,0.830906,Fibro_Cocultured,0.3,1
50094106,1.565726,5.391559,Adipo_Cocultured,1,0.3
50096385,-7.429272,1.123315,Fibro_Cocultured,0.3,1
50099701,-9.067999,-2.045294,Fibro_Cocultured,0.3,1
50103134,-6.901899,2.986858,Adipo_Cocultured,1,0.3
50104996,2.02047,-1.652218,Adipo_Cocultured,1,0.3
50107484,-5.531846,3.637968,Adipo_Cocultured,1,0.3
50107518,-8.058989,2.290463,Fibro_Cocultured,0.3,1
50107931,-0.373108,-0.191023,Adipo_Cocultured,1,0.3
50116027,-7.367988,-0.876526,Fibro_Cocultured,0.3,1
50116345,5.013338,-1.14694,Fibro_Cocultured,0.3,1
50121125,0.715279,2.257607,Adipo_Cocultured,1,0.3
50121977,1.314189,-4.440977,Adipo_Cocultured,1,0.3
50126277,5.115595,-2.387752,Fibro_Cocultured,0.3,1
50126469,1.686358,5.314262,Fibro_Cocultured,0.3,1
50128229,2.560197,-4.017724,Fibro_Cocultured,0.3,1
50129045,1.431702,-1.042473,Fibro_Cocultured,0.3,1
50137327,0.652325,0.010649,Adipo_Cocultured,1,0.3
50138755,-2.145068,7.980496,Adipo_Cocultured,1,0.3
50142338,3.612723,-4.575417,Fibro_Cocultured,0.3,1
50143291,5.470885,-1.574889,Fibro_Cocultured,0.3,1
50145060,-6.923243,-1.712928,Adipo_Cocultured,1,0.3
50145414,2.841425,-4.671309,Fibro_Cocultured,0.3,1
50147534,5.588868,-1.363962,Fibro_Cocultured,0.3,1
50154424,0.661765,-0.988991,Fibro_Cocultured,0.3,1
50155559,1.542405,-4.28701,Adipo_Cocultured,1,0.3
50158920,-6.460338,2.182399,Fibro_Cocultured,0.3,1
50159978,0.216378,6.478484,Adipo_Cocultured,1,0.3
50160766,1.764505,-1.57227,Adipo_Cocultured,1,0.3
50161467,2.558411,0.703393,Adipo_Cocultured,1,0.3
50165904,-0.378394,1.408194,Adipo_Cocultured,1,0.3
50166333,-7.64905,-0.668099,Fibro_Cocultured,0.3,1
50174937,-3.801337,6.723389,Adipo_Cocultured,1,0.3
50178592,-9.173438,-0.880404,Fibro_Cocultured,0.3,1
50180545,-10.714969,-1.998473,Fibro_Cocultured,0.3,1
50195401,1.427696,2.131422,Adipo_Cocultured,1,0.3
50198555,2.298049,-3.875252,Fibro_Cocultured,0.3,1
50203814,0.253295,0.605545,Adipo_Cocultured,1,0.3
50204661,2.516999,-1.643814,Adipo_Cocultured,1,0.3
50209761,-3.157579,4.565581,Adipo_Cocultured,1,0.3
50215373,-3.086097,7.644665,Adipo_Cocultured,1,0.3
50216583,4.936505,-2.791283,Fibro_Cocultured,0.3,1
50219685,-7.724734,-0.608634,Fibro_Cocultured,0.3,1
50220366,2.423504,0.096238,Adipo_Cocultured,1,0.3
50226849,-7.097787,2.957451,Fibro_Cocultured,0.3,1
50237472,5.173607,-3.657024,Fibro_Cocultured,0.3,1
50243697,1.194193,1.793465,Adipo_Cocultured,1,0.3
50249546,-8.907147,-1.908276,Fibro_Cocultured,0.3,1
50255769,-6.127999,-0.662518,Adipo_Cocultured,1,0.3
50261267,-1.868282,3.030838,Fibro_Cocultured,0.3,1
50261333,1.947777,0.991194,Fibro_Cocultured,0.3,1
50264580,3.67815,0.40556,Fibro_Cocultured,0.3,1
50266838,-1.874497,2.231753,Fibro_Cocultured,0.3,1
50267655,-0.473368,0.527177,Adipo_Cocultured,1,0.3
50269314,5.19629,-3.641227,Fibro_Cocultured,0.3,1
50273011,0.440765,4.328602,Adipo_Cocultured,1,0.3
50278110,1.491639,-0.158857,Adipo_Cocultured,1,0.3
50286968,4.890557,-0.899391,Fibro_Cocultured,0.3,1
50303298,4.00783,-0.175724,Adipo_Cocultured,1,0.3
50308620,0.561328,-4.044868,Adipo_Cocultured,1,0.3
50310880,4.368777,-0.253439,Fibro_Cocultured,0.3,1
50317775,0.938524,1.635898,Adipo_Cocultured,1,0.3
50324598,2.815697,-2.934831,Adipo_Cocultured,1,0.3
50325976,0.318889,-4.269289,Fibro_Cocultured,0.3,1
50326103,-0.394813,1.378969,Adipo_Cocultured,1,0.3
50333560,-11.354704,-0.5824,Fibro_Cocultured,0.3,1
50334800,1.38899,0.891784,Adipo_Cocultured,1,0.3
50335827,4.389584,0.139539,Adipo_Cocultured,1,0.3
50348623,-6.619612,0.458517,Fibro_Cocultured,0.3,1
50358896,2.704315,3.829251,Adipo_Cocultured,1,0.3
50358980,0.096815,-4.120718,Fibro_Cocultured,0.3,1
50374724,-0.788853,2.329738,Adipo_Cocultured,1,0.3
50381454,2.055606,-4.87714,Fibro_Cocultured,0.3,1
50381517,-0.023233,1.090984,Adipo_Cocultured,1,0.3
50383890,-11.545851,-0.646744,Fibro_Cocultured,0.3,1
50391862,-0.555129,1.126431,Adipo_Cocultured,1,0.3
50404987,0.20091,-0.236845,Adipo_Cocultured,1,0.3
50422277,-0.40808,2.473974,Adipo_Cocultured,1,0.3
50423330,0.989163,4.725397,Adipo_Cocultured,1,0.3
50424457,3.347104,-1.713585,Fibro_Cocultured,0.3,1
50425267,5.016935,-2.47041,Fibro_Cocultured,0.3,1
50448855,5.498685,-2.182534,Fibro_Cocultured,0.3,1
50449407,1.456715,1.356853,Adipo_Cocultured,1,0.3
50450796,4.263303,-3.319407,Fibro_Cocultured,0.3,1
50456323,-10.248558,0.591473,Fibro_Cocultured,0.3,1
50457376,2.129046,3.375475,Adipo_Cocultured,1,0.3
50472860,0.586354,-2.88298,Fibro_Cocultured,0.3,1
50473625,4.106646,0.097319,Fibro_Cocultured,0.3,1
50479852,-6.490205,-0.14887,Fibro_Cocultured,0.3,1
50484712,5.191146,-1.064454,Fibro_Cocultured,0.3,1
50495678,4.616186,-3.101232,Fibro_Cocultured,0.3,1
50504145,-6.985906,2.180438,Fibro_Cocultured,0.3,1
50513541,0.561257,-3.255629,Fibro_Cocultured,0.3,1
50516764,-10.020892,0.763171,Fibro_Cocultured,0.3,1
50516897,2.158021,-0.473271,Fibro_Cocultured,0.3,1
50518117,1.832028,0.064689,Adipo_Cocultured,1,0.3
50528305,3.80292,-1.361617,Adipo_Cocultured,1,0.3
50549363,-3.824531,5.607266,Adipo_Cocultured,1,0.3
50559537,2.510697,-0.834282,Adipo_Cocultured,1,0.3
50565634,2.016584,-4.479642,Fibro_Cocultured,0.3,1
50570994,2.619979,-1.110237,Fibro_Cocultured,0.3,1
50571051,-10.180528,-1.134781,Fibro_Cocultured,0.3,1
50575530,1.586007,5.427854,Fibro_Cocultured,0.3,1
50577825,0.648266,-1.477439,Fibro_Cocultured,0.3,1
50579499,-2.95418,3.391207,Adipo_Cocultured,1,0.3
50581295,4.464231,0.184048,Fibro_Cocultured,0.3,1
50586576,1.527422,1.150957,Adipo_Cocultured,1,0.3
50588088,1.344089,-4.389481,Fibro_Cocultured,0.3,1
50589019,3.747945,-2.572537,Fibro_Cocultured,0.3,1
50590527,-9.709777,-1.56652,Fibro_Cocultured,0.3,1
50598349,1.999306,-4.352932,Fibro_Cocultured,0.3,1
50600668,2.786413,-1.592004,Fibro_Cocultured,0.3,1
50601598,2.816399,2.696588,Fibro_Cocultured,0.3,1
50603571,-2.440294,7.843181,Adipo_Cocultured,1,0.3
50609265,5.919807,-1.933934,Fibro_Cocultured,0.3,1
50616713,1.89513,3.529872,Adipo_Cocultured,1,0.3
50620324,0.929544,1.871596,Adipo_Cocultured,1,0.3
50630022,-7.524518,0.884725,Fibro_Cocultured,0.3,1
50630754,1.425518,-3.801585,Adipo_Cocultured,1,0.3
50634489,-0.087649,-0.601874,Adipo_Cocultured,1,0.3
50638858,-7.596,-0.375051,Fibro_Cocultured,0.3,1
50640163,-0.305216,7.674561,Adipo_Cocultured,1,0.3
50652430,4.572315,0.492871,Adipo_Cocultured,1,0.3
50653637,3.185223,-1.200309,Adipo_Cocultured,1,0.3
50654666,2.001567,-0.651929,Fibro_Cocultured,0.3,1
50658530,1.669436,0.132657,Fibro_Cocultured,0.3,1
50663298,-10.836027,-1.645069,Adipo_Cocultured,1,0.3
50664352,-6.252719,0.257653,Fibro_Cocultured,0.3,1
50680999,4.921437,0.127878,Adipo_Cocultured,1,0.3
50685954,3.324336,-1.421703,Adipo_Cocultured,1,0.3
50708560,5.151163,-1.420675,Adipo_Cocultured,1,0.3
50709744,3.942805,-1.703781,Fibro_Cocultured,0.3,1
50714922,2.146963,-1.859528,Fibro_Cocultured,0.3,1
50717237,-7.792185,2.231437,Adipo_Cocultured,1,0.3
50717438,4.706448,-4.118468,Fibro_Cocultured,0.3,1
50719314,-8.539375,1.111312,Adipo_Cocultured,1,0.3
50722596,5.744703,-1.54182,Fibro_Cocultured,0.3,1
50730031,4.380952,-0.180646,Fibro_Cocultured,0.3,1
50736039,-9.021879,-1.773112,Fibro_Cocultured,0.3,1
50743329,2.946119,0.375592,Fibro_Cocultured,0.3,1
50743490,-9.744587,-1.684566,Fibro_Cocultured,0.3,1
50744674,0.624415,-0.589178,Adipo_Cocultured,1,0.3
50756789,-7.085186,2.310538,Fibro_Cocultured,0.3,1
50759285,0.019807,3.771562,Adipo_Cocultured,1,0.3
50759291,4.492276,-1.724508,Fibro_Cocultured,0.3,1
50763073,3.816449,-0.69505,Fibro_Cocultured,0.3,1
50765601,1.154832,5.573859,Fibro_Cocultured,0.3,1
50775888,-7.223503,1.566537,Fibro_Cocultured,0.3,1
50778894,0.631812,-2.117308,Adipo_Cocultured,1,0.3
50783164,1.229408,2.282323,Adipo_Cocultured,1,0.3
50783406,3.496691,-2.314129,Fibro_Cocultured,0.3,1
50786123,3.505468,-3.707393,Fibro_Cocultured,0.3,1
50791727,2.999823,-2.784841,Fibro_Cocultured,0.3,1
50798384,1.655809,0.068705,Adipo_Cocultured,1,0.3
50798889,3.854971,-0.404657,Fibro_Cocultured,0.3,1
50803266,5.584095,-1.511347,Fibro_Cocultured,0.3,1
50805776,3.551592,0.589366,Adipo_Cocultured,1,0.3
50806134,-9.645088,0.714871,Fibro_Cocultured,0.3,1
50814435,-5.412193,-0.682875,Fibro_Cocultured,0.3,1
50817010,-5.555188,3.693821,Adipo_Cocultured,1,0.3
50818033,1.745633,-1.499963,Fibro_Cocultured,0.3,1
50818914,-6.396775,0.80169,Fibro_Cocultured,0.3,1
50820026,1.389982,3.816891,Adipo_Cocultured,1,0.3
50828807,5.170251,-3.580265,Fibro_Cocultured,0.3,1
50836950,4.817305,-0.123718,Adipo_Cocultured,1,0.3
50839803,3.61814,1.42616,Adipo_Cocultured,1,0.3
50848395,1.461211,3.965719,Fibro_Cocultured,0.3,1
50848956,1.402355,3.308792,Adipo_Cocultured,1,0.3
50851879,-7.793652,-0.182511,Fibro_Cocultured,0.3,1
50854083,0.912312,1.929757,Adipo_Cocultured,1,0.3
50857258,4.774578,-2.940916,Fibro_Cocultured,0.3,1
50866622,-0.463118,-0.109267,Adipo_Cocultured,1,0.3
50867224,-5.366347,-0.745468,Fibro_Cocultured,0.3,1
50868962,1.684374,-3.744675,Fibro_Cocultured,0.3,1
50870569,-0.039002,1.879855,Adipo_Cocultured,1,0.3
50872601,-9.417117,0.215185,Fibro_Cocultured,0.3,1
50872762,-9.694526,0.72285,Adipo_Cocultured,1,0.3
50878016,1.269564,-4.452675,Adipo_Cocultured,1,0.3
50887261,-7.335601,1.714643,Fibro_Cocultured,0.3,1
50892745,5.316132,-1.555303,Fibro_Cocultured,0.3,1
50894292,-0.825349,3.507193,Adipo_Cocultured,1,0.3
50896157,-10.354971,-1.091306,Fibro_Cocultured,0.3,1
50896810,1.218869,4.493631,Fibro_Cocultured,0.3,1
50897193,-6.695038,-1.345899,Fibro_Cocultured,0.3,1
50910137,-0.291941,-2.689598,Fibro_Cocultured,0.3,1
50910478,5.477956,-1.850753,Fibro_Cocultured,0.3,1
50911231,1.114207,4.496253,Adipo_Cocultured,1,0.3
50912233,4.566897,-1.503777,Fibro_Cocultured,0.3,1
50913225,-9.479885,-1.46899,Adipo_Cocultured,1,0.3
50913642,-7.427742,0.363479,Fibro_Cocultured,0.3,1
50927692,2.954931,0.844055,Adipo_Cocultured,1,0.3
50932205,1.882979,4.818427,Adipo_Cocultured,1,0.3
50934665,3.542196,-3.061662,Fibro_Cocultured,0.3,1
50935157,-1.990585,2.624467,Adipo_Cocultured,1,0.3
50937127,-4.805682,-1.063423,Fibro_Cocultured,0.3,1
50950955,3.246762,-0.197956,Fibro_Cocultured,0.3,1
50952703,-9.833683,-1.018654,Fibro_Cocultured,0.3,1
50953535,0.708482,5.233341,Adipo_Cocultured,1,0.3
50957052,1.37743,-1.039965,Fibro_Cocultured,0.3,1
50957464,2.794748,-2.438959,Fibro_Cocultured,0.3,1
50964742,1.975522,0.551565,Adipo_Cocultured,1,0.3
50967821,0.722429,-0.391759,Adipo_Cocultured,1,0.3
50968597,1.191093,5.318067,Adipo_Cocultured,1,0.3
50983544,2.780707,-2.494713,Adipo_Cocultured,1,0.3
50985019,2.659773,3.481139,Adipo_Cocultured,1,0.3
50985833,-0.338711,4.126902,Adipo_Cocultured,1,0.3
50993088,-8.131476,1.764815,Fibro_Cocultured,0.3,1
50995184,2.048683,4.424693,Adipo_Cocultured,1,0.3
51004162,1.490861,-2.807864,Adipo_Cocultured,1,0.3
51019379,0.164532,2.562581,Adipo_Cocultured,1,0.3
51022942,2.098352,-3.586052,Fibro_Cocultured,0.3,1
51027487,3.98921,-4.264112,Fibro_Cocultured,0.3,1
51030080,-9.445,-1.698674,Fibro_Cocultured,0.3,1
51030417,4.284438,-0.941523,Adipo_Cocultured,1,0.3
51035427,0.804106,-4.12772,Fibro_Cocultured,0.3,1
51055053,2.119585,-1.900392,Fibro_Cocultured,0.3,1
51061397,-1.603322,3.280055,Adipo_Cocultured,1,0.3
51062599,3.469337,-0.794057,Fibro_Cocultured,0.3,1
51069900,-3.622808,6.484011,Adipo_Cocultured,1,0.3
51073515,2.456658,-1.210478,Adipo_Cocultured,1,0.3
51078910,3.993479,-3.913288,Fibro_Cocultured,0.3,1
51080090,0.734799,2.3177,Adipo_Cocultured,1,0.3
51080417,2.959482,-4.739736,Fibro_Cocultured,0.3,1
51081295,-7.171863,1.681066,Adipo_Cocultured,1,0.3
51084798,1.112938,-0.431419,Adipo_Cocultured,1,0.3
51086447,5.994442,-2.264951,Fibro_Cocultured,0.3,1
51091583,0.304001,-1.230884,Adipo_Cocultured,1,0.3
51092291,3.176389,-1.270287,Adipo_Cocultured,1,0.3
51100884,1.604025,-0.198955,Fibro_Cocultured,0.3,1
51112599,3.462089,1.366825,Adipo_Cocultured,1,0.3
51117513,4.990935,-3.225463,Fibro_Cocultured,0.3,1
51124673,-9.287694,-1.915045,Fibro_Cocultured,0.3,1
51127642,0.683102,0.657191,Adipo_Cocultured,1,0.3
51129630,4.397896,-0.016774,Fibro_Cocultured,0.3,1
51143236,-6.310249,-0.991626,Fibro_Cocultured,0.3,1
51144880,2.271448,4.42274,Adipo_Cocultured,1,0.3
51148249,0.134545,1.637474,Adipo_Cocultured,1,0.3
51159087,-8.422453,2.59535,Fibro_Cocultured,0.3,1
51166214,1.11263,1.579472,Adipo_Cocultured,1,0.3
51170067,5.538667,-2.044543,Fibro_Cocultured,0.3,1
51173543,2.022111,4.655487,Adipo_Cocultured,1,0.3
51178110,2.12632,-0.049123,Adipo_Cocultured,1,0.3
51180490,4.690276,-3.782957,Fibro_Cocultured,0.3,1
51181886,-6.675115,1.333222,Fibro_Cocultured,0.3,1
51189383,2.014346,3.728443,Adipo_Cocultured,1,0.3
51192215,4.851857,-2.014625,Fibro_Cocultured,0.3,1
51195442,5.816652,-1.791171,Fibro_Cocultured,0.3,1
51195958,1.633006,1.261771,Adipo_Cocultured,1,0.3
51197116,-7.729999,0.085969,Fibro_Cocultured,0.3,1
51197577,-0.577739,-0.181249,Adipo_Cocultured,1,0.3
51198047,-6.594863,-1.143028,Fibro_Cocultured,0.3,1
51205262,2.950828,-1.915235,Adipo_Cocultured,1,0.3
51207131,-7.336214,1.875312,Fibro_Cocultured,0.3,1
51212861,1.231774,2.285462,Adipo_Cocultured,1,0.3
51215565,1.059248,-2.409405,Fibro_Cocultured,0.3,1
51219996,-2.506937,8.203528,Fibro_Cocultured,0.3,1
51223275,2.40164,-4.196954,Fibro_Cocultured,0.3,1
51228110,-0.168778,3.827912,Fibro_Cocultured,0.3,1
51233067,1.136978,5.30475,Adipo_Cocultured,1,0.3
51236194,0.753998,-2.290969,Adipo_Cocultured,1,0.3
51237454,1.340344,-1.543635,Fibro_Cocultured,0.3,1
51240470,2.049314,0.62064,Adipo_Cocultured,1,0.3
51247331,3.959237,-1.089944,Fibro_Cocultured,0.3,1
51248388,2.799063,0.827265,Fibro_Cocultured,0.3,1
51249293,2.396163,-4.529785,Fibro_Cocultured,0.3,1
51256669,0.386284,5.513749,Adipo_Cocultured,1,0.3
51279854,-6.242654,0.629605,Fibro_Cocultured,0.3,1
51280539,-2.403993,8.066822,Adipo_Cocultured,1,0.3
51286331,2.703268,-3.482024,Fibro_Cocultured,0.3,1
51287413,3.050106,0.449555,Fibro_Cocultured,0.3,1
51291228,5.606302,-1.981627,Adipo_Cocultured,1,0.3
51293249,-7.170549,-0.274059,Fibro_Cocultured,0.3,1
51300344,-5.103341,4.57884,Adipo_Cocultured,1,0.3
51300451,4.32409,-1.611343,Fibro_Cocultured,0.3,1
51301058,-8.606478,1.071612,Fibro_Cocultured,0.3,1
51303130,3.338314,-1.723648,Fibro_Cocultured,0.3,1
51305827,1.921058,4.023761,Adipo_Cocultured,1,0.3
51307384,3.826707,-0.235039,Fibro_Cocultured,0.3,1
51307594,3.883064,-3.811819,Fibro_Cocultured,0.3,1
51314356,-9.084328,-1.852978,Fibro_Cocultured,0.3,1
51332477,2.282572,-1.095954,Fibro_Cocultured,0.3,1
51336456,-6.425428,2.934913,Fibro_Cocultured,0.3,1
51348150,5.350083,-2.06192,Fibro_Cocultured,0.3,1
51361608,0.419948,-1.636686,Fibro_Cocultured,0.3,1
51364808,-4.052394,5.938268,Adipo_Cocultured,1,0.3
51365578,5.54481,-1.136027,Fibro_Cocultured,0.3,1
51368548,-0.174038,0.642723,Adipo_Cocultured,1,0.3
51380331,0.546504,-0.614008,Fibro_Cocultured,0.3,1
51382139,2.468481,-4.789031,Fibro_Cocultured,0.3,1
51384090,2.232075,3.995119,Adipo_Cocultured,1,0.3
51387679,1.47069,0.201883,Adipo_Cocultured,1,0.3
51392676,1.588667,4.026873,Fibro_Cocultured,0.3,1
51398030,-8.391224,2.473406,Fibro_Cocultured,0.3,1
51399979,1.297092,2.876313,Adipo_Cocultured,1,0.3
51400365,5.190812,-2.968497,Fibro_Cocultured,0.3,1
51404699,5.493388,-1.909526,Adipo_Cocultured,1,0.3
51405076,1.022523,1.889735,Adipo_Cocultured,1,0.3
51409491,-3.792939,7.059735,Adipo_Cocultured,1,0.3
51411399,1.023014,5.716813,Fibro_Cocultured,0.3,1
51418568,1.548216,0.554565,Adipo_Cocultured,1,0.3
51419224,0.59043,0.782353,Fibro_Cocultured,0.3,1
51427530,-0.627175,7.517272,Adipo_Cocultured,1,0.3
51431956,1.862201,-0.963345,Adipo_Cocultured,1,0.3
51441186,1.925085,-1.016287,Adipo_Cocultured,1,0.3
51442144,-0.330461,0.975319,Adipo_Cocultured,1,0.3
51442639,-9.671412,-1.893193,Fibro_Cocultured,0.3,1
51444337,0.180345,-2.532386,Fibro_Cocultured,0.3,1
51447086,3.304222,-0.323788,Adipo_Cocultured,1,0.3
51453538,1.45656,-3.836367,Fibro_Cocultured,0.3,1
51454272,2.831168,-0.534008,Fibro_Cocultured,0.3,1
51471366,-7.349373,-0.862812,Adipo_Cocultured,1,0.3
51471456,-0.356958,-2.782105,Adipo_Cocultured,1,0.3
51476313,1.144046,-1.898785,Adipo_Cocultured,1,0.3
51476512,5.169393,-1.971872,Fibro_Cocultured,0.3,1
51479739,0.041942,-3.588811,Fibro_Cocultured,0.3,1
51482443,2.521797,0.649883,Fibro_Cocultured,0.3,1
51483665,2.150119,4.622113,Fibro_Cocultured,0.3,1
51486343,4.129199,-3.464277,Fibro_Cocultured,0.3,1
51500355,-10.036472,0.779491,Fibro_Cocultured,0.3,1
51504667,0.228073,-3.589718,Fibro_Cocultured,0.3,1
51507373,-10.058619,-1.351331,Fibro_Cocultured,0.3,1
51508862,-7.029817,-1.184184,Fibro_Cocultured,0.3,1
51512883,0.940382,5.737808,Adipo_Cocultured,1,0.3
51514783,5.062303,-3.105649,Fibro_Cocultured,0.3,1
51519388,3.873963,-2.965009,Fibro_Cocultured,0.3,1
51520466,-8.531287,0.279074,Fibro_Cocultured,0.3,1
51524641,-9.852006,0.29826,Fibro_Cocultured,0.3,1
51524887,3.543898,-3.061128,Fibro_Cocultured,0.3,1
51526456,0.576055,-1.094136,Fibro_Cocultured,0.3,1
51533707,1.633082,0.670326,Adipo_Cocultured,1,0.3
51534305,3.936139,-2.937827,Fibro_Cocultured,0.3,1
51535256,1.426121,-2.377759,Adipo_Cocultured,1,0.3
51538137,2.482628,0.55393,Fibro_Cocultured,0.3,1
51546436,2.534827,0.090436,Fibro_Cocultured,0.3,1
51548631,-7.402082,-0.508957,Fibro_Cocultured,0.3,1
51552274,1.219992,2.155569,Adipo_Cocultured,1,0.3
51558531,-1.015665,3.356154,Adipo_Cocultured,1,0.3
51573285,0.226449,-2.403545,Fibro_Cocultured,0.3,1
51574427,-4.79122,5.598129,Adipo_Cocultured,1,0.3
51588077,0.423042,0.488405,Adipo_Cocultured,1,0.3
51592841,-4.072489,5.975072,Adipo_Cocultured,1,0.3
51594308,-2.447035,7.863611,Fibro_Cocultured,0.3,1
51596945,0.587435,-0.20009,Fibro_Cocultured,0.3,1
51600900,0.097854,4.278693,Fibro_Cocultured,0.3,1
51600970,-5.102811,-0.976494,Fibro_Cocultured,0.3,1
51603118,-7.634371,-0.196614,Fibro_Cocultured,0.3,1
51607959,-5.088885,4.440225,Adipo_Cocultured,1,0.3
51612579,3.735471,-1.242975,Adipo_Cocultured,1,0.3
51619668,0.593339,3.526748,Adipo_Cocultured,1,0.3
51622312,1.48753,-1.047163,Fibro_Cocultured,0.3,1
51628701,-0.405662,2.73776,Adipo_Cocultured,1,0.3
51635656,-6.975561,-1.063645,Fibro_Cocultured,0.3,1
51641652,-6.200812,-0.791459,Fibro_Cocultured,0.3,1
